x	c0	c1	c2	cf
1.39	0	0.24526	0.34585	0.2
1.4	0	0.23974	0.34381	0.2
1.41	0	0.23428	0.34176	0.2
1.42	0	0.22889	0.33972	0.2
1.43	0	0.22358	0.33767	0.2
1.44	0	0.21833	0.33562	0.2
1.45	0	0.21316	0.33357	0.2
1.46	0	0.20805	0.33151	0.2
1.47	0	0.20302	0.32946	0.2
1.48	0	0.19807	0.3274	0.2
1.49	0	0.19318	0.32535	0.2
1.5	0	0.18837	0.32329	0.2
1.51	0	0.18364	0.32123	0.2
1.52	0	0.17898	0.31917	0.2
1.53	0	0.1744	0.31711	0.2
1.54	0	0.16989	0.31505	0.2
1.55	0	0.16545	0.31299	0.2
1.56	0	0.1611	0.31093	0.2
1.57	0	0.15681	0.30887	0.2
1.58	0	0.15261	0.30681	0.2
1.59	0	0.14848	0.30475	0.2
1.6	0	0.14442	0.30269	0.2
1.61	0	0.14044	0.30063	0.2
1.62	0	0.13653	0.29858	0.2
1.63	0	0.1327	0.29652	0.2
1.64	0	0.12895	0.29447	0.2
1.65	0	0.12527	0.29242	0.2
1.66	0	0.12166	0.29037	0.2
1.67	0	0.11813	0.28832	0.2
1.68	0	0.11466	0.28627	0.2
1.69	0	0.11128	0.28423	0.2
1.7	0	0.10796	0.28219	0.2
1.71	0	0.10472	0.28015	0.2
1.72	0	0.10155	0.27812	0.2
1.73	0	0.098443	0.27608	0.2
1.74	0	0.095411	0.27405	0.2
1.75	0	0.092448	0.27203	0.2
1.76	0	0.089554	0.27	0.2
1.77	0	0.086728	0.26798	0.2
1.78	0	0.083969	0.26597	0.2
1.79	0	0.081276	0.26395	0.2
1.8	0	0.078649	0.26195	0.2
1.81	0	0.076087	0.25994	0.2
1.82	0	0.073589	0.25794	0.2
1.83	0	0.071154	0.25595	0.2
1.84	0	0.068782	0.25395	0.2
1.85	0	0.066471	0.25197	0.2
1.86	0	0.06422	0.24999	0.2
1.87	0	0.062029	0.24801	0.2
1.88	0	0.059897	0.24604	0.2
1.89	0	0.057823	0.24407	0.2
1.9	0	0.055806	0.24211	0.2
1.91	0	0.053844	0.24015	0.2
1.92	0	0.051938	0.2382	0.2
1.93	0	0.050086	0.23625	0.2
1.94	0	0.048286	0.23431	0.2
1.95	0	0.046539	0.23238	0.2
1.96	0	0.044843	0.23045	0.2
1.97	0	0.043197	0.22853	0.2
1.98	0	0.0416	0.22661	0.2
1.99	0	0.040051	0.22471	0.2
2	0	0.03855	0.2228	0.2
2.01	0	0.037095	0.22091	0.2
2.02	0	0.035684	0.21902	0.2
2.03	0	0.034319	0.21713	0.2
2.04	0	0.032996	0.21526	0.2
2.05	0	0.031716	0.21339	0.2
2.06	0	0.030477	0.21153	0.2
2.07	0	0.029278	0.20967	0.2
2.08	0	0.028119	0.20782	0.2
2.09	0	0.026998	0.20598	0.2
2.1	0	0.025915	0.20415	0.2
2.11	0	0.024868	0.20232	0.2
2.12	0	0.023857	0.20051	0.2
2.13	0	0.022881	0.1987	0.2
2.14	0	0.021939	0.19689	0.2
2.15	0	0.02103	0.1951	0.2
2.16	0	0.020152	0.19331	0.2
2.17	0	0.019306	0.19153	0.2
2.18	0	0.018491	0.18976	0.2
2.19	0	0.017705	0.188	0.2
2.2	0	0.016947	0.18625	0.2
2.21	0	0.016218	0.1845	0.2
2.22	0	0.015515	0.18276	0.2
2.23	0	0.014839	0.18103	0.2
2.24	0	0.014189	0.17931	0.2
2.25	0	0.013563	0.1776	0.2
2.26	0	0.012961	0.1759	0.2
2.27	0	0.012382	0.1742	0.2
2.28	0	0.011826	0.17252	0.2
2.29	0	0.011291	0.17084	0.2
2.3	0	0.010778	0.16917	0.2
2.31	0	0.010285	0.16751	0.2
2.32	0	0.0098122	0.16586	0.2
2.33	0	0.0093582	0.16422	0.2
2.34	0	0.0089228	0.16259	0.2
2.35	0	0.0085051	0.16097	0.2
2.36	0	0.0081048	0.15936	0.2
2.37	0	0.0077211	0.15775	0.2
2.38	0	0.0073534	0.15616	0.2
2.39	0	0.0070013	0.15457	0.2
2.4	0	0.0066642	0.15299	0.2
2.41	0	0.0063414	0.15143	0.2
2.42	0	0.0060326	0.14987	0.2
2.43	0	0.0057372	0.14832	0.2
2.44	0	0.0054547	0.14678	0.2
2.45	0	0.0051847	0.14526	0.2
2.46	0	0.0049266	0.14374	0.2
2.47	0	0.00468	0.14223	0.2
2.48	0	0.0044445	0.14073	0.2
2.49	0	0.0042196	0.13924	0.2
2.5	0	0.004005	0.13776	0.2
2.51	0	0.0038002	0.13629	0.2
2.52	0	0.0036048	0.13483	0.2
2.53	0	0.0034185	0.13338	0.2
2.54	0	0.0032409	0.13193	0.2
2.55	0	0.0030716	0.1305	0.2
2.56	0	0.0029103	0.12908	0.2
2.57	0	0.0027567	0.12767	0.2
2.58	0	0.0026105	0.12627	0.2
2.59	0	0.0024713	0.12488	0.2
2.6	0	0.0023389	0.12349	0.2
2.61	0	0.0022129	0.12212	0.2
2.62	0	0.0020931	0.12076	0.2
2.63	0	0.0019792	0.11941	0.2
2.64	0	0.001871	0.11807	0.2
2.65	0	0.0017681	0.11673	0.2
2.66	0	0.0016705	0.11541	0.2
2.67	0	0.0015777	0.1141	0.2
2.68	0	0.0014897	0.1128	0.2
2.69	0	0.0014062	0.1115	0.2
2.7	0	0.001327	0.11022	0.2
2.71	0	0.0012519	0.10895	0.2
2.72	0	0.0011807	0.10769	0.2
2.73	0	0.0011132	0.10643	0.2
2.74	0	0.0010493	0.10519	0.2
2.75	0	0.00098875	0.10396	0.2
2.76	0	0.00093142	0.10273	0.2
2.77	0	0.00087717	0.10152	0.2
2.78	0	0.00082583	0.10032	0.2
2.79	0	0.00077727	0.099125	0.2
2.8	0	0.00073136	0.097941	0.2
2.81	0	0.00068795	0.096767	0.2
2.82	0	0.00064694	0.095604	0.2
2.83	0	0.00060818	0.09445	0.2
2.84	0	0.00057159	0.093305	0.2
2.85	0	0.00053704	0.092171	0.2
2.86	0	0.00050443	0.091046	0.2
2.87	0	0.00047366	0.089931	0.2
2.88	0	0.00044463	0.088826	0.2
2.89	0	0.00041727	0.08773	0.2
2.9	0	0.00039147	0.086644	0.2
2.91	0	0.00036716	0.085568	0.2
2.92	0	0.00034426	0.084501	0.2
2.93	0	0.00032269	0.083444	0.2
2.94	0	0.00030238	0.082397	0.2
2.95	0	0.00028327	0.081359	0.2
2.96	0	0.00026529	0.08033	0.2
2.97	0	0.00024838	0.079311	0.2
2.98	0	0.00023247	0.078302	0.2
2.99	0	0.00021752	0.077302	0.2
3	0	0.00020348	0.076311	0.2
3.01	0	0.00019028	0.075329	0.2
3.02	0	0.00017789	0.074357	0.2
3.03	0	0.00016625	0.073394	0.2
3.04	0	0.00015533	0.072441	0.2
3.05	0	0.00014508	0.071496	0.2
3.06	0	0.00013547	0.070561	0.2
3.07	0	0.00012646	0.069635	0.2
3.08	0	0.00011802	0.068718	0.2
3.09	0	0.0001101	0.06781	0.2
3.1	0	0.00010269	0.066911	0.2
3.11	0	9.57E-05	0.066021	0.2
3.12	0	8.92E-05	0.06514	0.2
3.13	0	8.32E-05	0.064268	0.2
3.14	0	7.75E-05	0.063404	0.2
3.15	0	7.21E-05	0.06255	0.2
3.16	0	6.72E-05	0.061704	0.2
3.17	0	6.25E-05	0.060867	0.2
3.18	0	5.82E-05	0.060039	0.2
3.19	0	5.41E-05	0.059219	0.2
3.2	0	5.03E-05	0.058408	0.2
3.21	0	4.68E-05	0.057605	0.2
3.22	0	4.35E-05	0.056811	0.2
3.23	0	4.04E-05	0.056025	0.2
3.24	0	3.75E-05	0.055248	0.2
3.25	0	3.48E-05	0.054479	0.2
3.26	0	3.23E-05	0.053718	0.2
3.27	0	3.00E-05	0.052966	0.2
3.28	0	2.78E-05	0.052221	0.2
3.29	0	2.58E-05	0.051485	0.2
3.3	0	2.39E-05	0.050757	0.2
3.31	0	2.22E-05	0.050037	0.2
3.32	0	2.05E-05	0.049325	0.2
3.33	0	1.90E-05	0.048621	0.2
3.34	0	1.76E-05	0.047925	0.2
3.35	0	1.63E-05	0.047237	0.2
3.36	0	1.51E-05	0.046557	0.2
3.37	0	1.40E-05	0.045884	0.2
3.38	0	1.29E-05	0.045219	0.2
3.39	0	1.19E-05	0.044561	0.2
3.4	0	1.10E-05	0.043912	0.2
3.41	0	1.02E-05	0.043269	0.2
3.42	0	9.43E-06	0.042634	0.2
3.43	0	8.71E-06	0.042007	0.2
3.44	0	8.04E-06	0.041387	0.2
3.45	0	7.42E-06	0.040774	0.2
3.46	0	6.85E-06	0.040169	0.2
3.47	0	6.32E-06	0.039571	0.2
3.48	0	5.82E-06	0.03898	0.2
3.49	0	5.37E-06	0.038396	0.2
3.5	0	4.95E-06	0.037819	0.2
3.51	0	4.56E-06	0.037249	0.2
3.52	0	4.20E-06	0.036686	0.2
3.53	0	3.87E-06	0.036129	0.2
3.54	0	3.56E-06	0.03558	0.2
3.55	0	3.28E-06	0.035038	0.2
3.56	0	3.01E-06	0.034502	0.2
3.57	0	2.77E-06	0.033973	0.2
3.58	0	2.55E-06	0.03345	0.2
3.59	0	2.34E-06	0.032934	0.2
3.6	0	2.15E-06	0.032424	0.2
3.61	0	1.98E-06	0.031921	0.2
3.62	0	1.81E-06	0.031425	0.2
3.63	0	1.67E-06	0.030934	0.2
3.64	0	1.53E-06	0.03045	0.2
3.65	0	1.40E-06	0.029972	0.2
3.66	0	1.29E-06	0.029501	0.2
3.67	0	1.18E-06	0.029035	0.2
3.68	0	1.08E-06	0.028575	0.2
3.69	0	9.91E-07	0.028122	0.2
3.7	0	9.08E-07	0.027674	0.2
3.71	0	8.31E-07	0.027233	0.2
3.72	0	7.61E-07	0.026797	0.2
3.73	0	6.97E-07	0.026367	0.2
3.74	0	6.37E-07	0.025942	0.2
3.75	0	5.83E-07	0.025523	0.2
3.76	0	5.33E-07	0.02511	0.2
3.77	0	4.87E-07	0.024703	0.2
3.78	0	4.45E-07	0.024301	0.2
3.79	0	4.07E-07	0.023904	0.2
3.8	0	3.72E-07	0.023513	0.2
3.81	0	3.39E-07	0.023127	0.2
3.82	0	3.10E-07	0.022747	0.2
3.83	0	2.83E-07	0.022372	0.2
3.84	0	2.58E-07	0.022002	0.2
3.85	0	2.35E-07	0.021637	0.2
3.86	0	2.14E-07	0.021277	0.2
3.87	0	1.95E-07	0.020922	0.2
3.88	0	1.78E-07	0.020572	0.2
3.89	0	1.62E-07	0.020227	0.2
3.9	0	1.48E-07	0.019887	0.2
3.91	0	1.34E-07	0.019552	0.2
3.92	0	1.22E-07	0.019222	0.2
3.93	0	1.11E-07	0.018896	0.2
3.94	0	1.01E-07	0.018575	0.2
3.95	0	9.20E-08	0.018258	0.2
3.96	0	8.36E-08	0.017947	0.2
3.97	0	7.59E-08	0.017639	0.2
3.98	0	6.90E-08	0.017336	0.2
3.99	0	6.26E-08	0.017038	0.2
4	0	5.69E-08	0.016744	0.2
4.01	0	5.16E-08	0.016454	0.2
4.02	0	4.68E-08	0.016169	0.2
4.03	0	4.25E-08	0.015888	0.2
4.04	0	3.85E-08	0.015611	0.2
4.05	0	3.49E-08	0.015338	0.2
4.06	0	3.16E-08	0.015069	0.2
4.07	0	2.86E-08	0.014804	0.2
4.08	0	2.59E-08	0.014543	0.2
4.09	0	2.35E-08	0.014286	0.2
4.1	0	2.13E-08	0.014033	0.2
4.11	0	1.92E-08	0.013784	0.2
4.12	0	1.74E-08	0.013539	0.2
4.13	0	1.57E-08	0.013297	0.2
4.14	0	1.42E-08	0.013059	0.2
4.15	0	1.29E-08	0.012825	0.2
4.16	0	1.16E-08	0.012595	0.2
4.17	0	1.05E-08	0.012368	0.2
4.18	0	9.47E-09	0.012144	0.2
4.19	0	8.54E-09	0.011924	0.2
4.2	0	7.71E-09	0.011708	0.2
4.21	0	6.95E-09	0.011495	0.2
4.22	0	6.27E-09	0.011285	0.2
4.23	0	5.65E-09	0.011079	0.2
4.24	0	5.09E-09	0.010875	0.2
4.25	0	4.59E-09	0.010675	0.2
4.26	0	4.13E-09	0.010479	0.2
4.27	0	3.72E-09	0.010285	0.2
4.28	0	3.35E-09	0.010095	0.2
4.29	0	3.01E-09	0.0099073	0.2
4.3	0	2.71E-09	0.009723	0.2
4.31	0	2.44E-09	0.0095416	0.2
4.32	0	2.19E-09	0.0093632	0.2
4.33	0	1.97E-09	0.0091877	0.2
4.34	0	1.77E-09	0.0090151	0.2
4.35	0	1.59E-09	0.0088453	0.2
4.36	0	1.43E-09	0.0086783	0.2
4.37	0	1.28E-09	0.0085141	0.2
4.38	0	1.15E-09	0.0083526	0.2
4.39	0	1.03E-09	0.0081938	0.2
4.4	0	9.25E-10	0.0080376	0.2
4.41	0	8.30E-10	0.0078841	0.2
4.42	0	7.44E-10	0.0077331	0.2
4.43	0	6.66E-10	0.0075846	0.2
4.44	0	5.97E-10	0.0074387	0.2
4.45	0	5.34E-10	0.0072953	0.2
4.46	0	4.78E-10	0.0071542	0.2
4.47	0	4.28E-10	0.0070156	0.2
4.48	0	3.83E-10	0.0068794	0.2
4.49	0	3.43E-10	0.0067455	0.2
4.5	0	3.06E-10	0.0066139	0.2
4.51	0	2.74E-10	0.0064845	0.2
4.52	0	2.45E-10	0.0063574	0.2
4.53	0	2.18E-10	0.0062325	0.2
4.54	0	1.95E-10	0.0061098	0.2
4.55	0	1.74E-10	0.0059892	0.2
4.56	0	1.55E-10	0.0058707	0.2
4.57	0	1.39E-10	0.0057543	0.2
4.58	0	1.24E-10	0.0056399	0.2
4.59	0	1.10E-10	0.0055276	0.2
4.6	0	9.83E-11	0.0054172	0.2
4.61	0	8.76E-11	0.0053088	0.2
4.62	0	7.80E-11	0.0052024	0.2
4.63	0	6.95E-11	0.0050978	0.2
4.64	0	6.19E-11	0.0049951	0.2
4.65	0	5.51E-11	0.0048943	0.2
4.66	0	4.90E-11	0.0047952	0.2
4.67	0	4.36E-11	0.004698	0.2
4.68	0	3.87E-11	0.0046025	0.2
4.69	0	3.44E-11	0.0045087	0.2
4.7	0	3.06E-11	0.0044167	0.2
4.71	0	2.72E-11	0.0043263	0.2
4.72	0	2.41E-11	0.0042376	0.2
4.73	0	2.14E-11	0.0041505	0.2
4.74	0	1.90E-11	0.004065	0.2
4.75	0	1.69E-11	0.003981	0.2
4.76	0	1.50E-11	0.0038987	0.2
4.77	0	1.33E-11	0.0038178	0.2
4.78	0	1.18E-11	0.0037385	0.2
4.79	0	1.04E-11	0.0036606	0.2
4.8	0	9.24E-12	0.0035842	0.2
4.81	0	8.19E-12	0.0035093	0.2
4.82	0	7.25E-12	0.0034357	0.2
4.83	0	6.41E-12	0.0033635	0.2
4.84	0	5.68E-12	0.0032927	0.2
4.85	0	5.02E-12	0.0032232	0.2
4.86	0	4.44E-12	0.0031551	0.2
4.87	0	3.93E-12	0.0030882	0.2
4.88	0	3.47E-12	0.0030226	0.2
4.89	0	3.06E-12	0.0029583	0.2
4.9	0	2.71E-12	0.0028952	0.2
4.91	0	2.39E-12	0.0028334	0.2
4.92	0	2.11E-12	0.0027727	0.2
4.93	0	1.86E-12	0.0027132	0.2
4.94	0	1.64E-12	0.0026548	0.2
4.95	0	1.45E-12	0.0025976	0.2
4.96	0	1.28E-12	0.0025415	0.2
4.97	0	1.13E-12	0.0024865	0.2
4.98	0	9.91E-13	0.0024325	0.2
4.99	0	8.73E-13	0.0023797	0.2
5	0	7.69E-13	0.0023278	0.2

